# simp: 
# trad: 
# prop: 
# ./table/freq_simp.txt total freq: 0
# ./table/freq_simp.txt total freq: 0
协	299188
洲	299187
巨	299186
免	299185
检	299184
养	299183
顾	299182
救	299181
份	299180
控	299179
抗	299178
著	299177
赵	299176
肯	299175
露	299174
换	299173
登	299172
伊	299171
犯	299170
尚	299169
莫	299168
危	299167
审	299166
掉	299165
亦	299164
沙	299163
散	299162
欧	299161
唐	299160
枪	299159
宫	299158
魔	299157
耳	299156
屋	299155
永	299154
孙	299153
临	299152
圣	299151
叶	299150
毫	299149
宋	299148
谢	299147
讨	299146
温	299145
嘴	299144
航	299143
毒	299142
呀	299141
野	299140
逃	299139
托	299138
伯	299137
索	299136
岛	299135
贵	299134
顺	299133
楼	299132
遇	299131
良	299130
朋	299129
坏	299128
亮	299127
户	299126
景	299125
烈	299124
闪	299123
礼	299122
艺	299121
互	299120
丝	299119
秘	299118
渐	299117
架	299116
鱼	299115
升	299114
抓	299113
监	299112
君	299111
短	299110
梦	299109
隐	299108
困	299107
税	299106
洋	299105
鬼	299104
炮	299103
舰	299102
付	299101
诸	299100
货	299099
松	299098
归	299097
败	299096
幸	299095
概	299094
寻	299093
评	299092
吸	299091
恩	299090
介	299089
朱	299088
探	299087
县	299086
脱	299085
移	299084
缺	299083
画	299082
误	299081
翻	299080
旁	299079
跳	299078
藏	299077
春	299076
睡	299075
吉	299074
端	299073
味	299072
杂	299071
释	299070
雪	299069
遗	299068
款	299067
刺	299066
附	299065
爷	299064
核	299063
央	299062
减	299061
阴	299060
编	299059
版	299058
智	299057
齐	299056
雨	299055
徐	299054
鲁	299053
仙	299052
湖	299051
钟	299050
蒙	299049
丽	299048
班	299047
咱	299046
康	299045
损	299044
震	299043
借	299042
固	299041
诗	299040
镇	299039
吴	299038
域	299037
均	299036
秦	299035
妇	299034
鲜	299033
序	299032
烟	299031
洞	299030
猛	299029
测	299028
练	299027
旧	299026
堂	299025
笔	299024
饭	299023
顶	299022
灭	299021
庄	299020
括	299019
怒	299018
补	299017
逐	299016
毕	299015
席	299014
禁	299013
剧	299012
乡	299011
湾	299010
卖	299009
牛	299008
避	299007
欲	299006
弄	299005
忍	299004
旅	299003
暴	299002
虚	299001
额	299000
含	298999
忘	298998
抱	298997
油	298996
肉	298995
输	298994
洛	298993
祖	298992
缓	298991
迎	298990
虎	298989
票	298988
销	298987
婚	298986
乃	298985
板	298984
冰	298983
伸	298982
录	298981
遍	298980
虑	298979
宁	298978
臣	298977
玩	298976
熟	298975
谷	298974
予	298973
谋	298972
炸	298971
叔	298970
奥	298969
狂	298968
亡	298967
港	298966
庭	298965
博	298964
材	298963
俄	298962
韩	298961
混	298960
词	298959
盘	298958
尊	298957
寒	298956
遭	298955
训	298954
拍	298953
麻	298952
荣	298951
卷	298950
夏	298949
谓	298948
凡	298947
私	298946
厂	298945
丁	298944
骨	298943
牙	298942
休	298941
迫	298940
授	298939
替	298938
拥	298937
摆	298936
默	298935
勒	298934
泽	298933
骑	298932
疗	298931
睛	298930
店	298929
载	298928
诺	298927
健	298926
扬	298925
纸	298924
透	298923
床	298922
唯	298921
岸	298920
迅	298919
尤	298918
稳	298917
园	298916
徒	298915
伦	298914
坦	298913
择	298912
蓝	298911
握	298910
抵	298909
姓	298908
郑	298907
弱	298906
软	298905
绿	298904
叹	298903
轮	298902
束	298901
盖	298900
丈	298899
篇	298898
午	298897
窗	298896
歌	298895
雄	298894
森	298893
醒	298892
伙	298891
残	298890
戏	298889
妻	298888
折	298887
甲	298886
啦	298885
套	298884
塔	298883
馆	298882
秋	298881
梅	298880
迷	298879
典	298878
灯	298877
厉	298876
秀	298875
扩	298874
曲	298873
努	298872
潜	298871
街	298870
硬	298869
宇	298868
哭	298867
阻	298866
萨	298865
纵	298864
喊	298863
搞	298862
冒	298861
罢	298860
盛	298859
塞	298858
妹	298857
萧	298856
桌	298855
圆	298854
纷	298853
悲	298852
鼓	298851
淡	298850
访	298849
础	298848
杜	298847
宽	298846
拜	298845
犹	298844
抽	298843
刑	298842
偏	298841
奔	298840
侵	298839
延	298838
懂	298837
蒋	298836
针	298835
抬	298834
舞	298833
赞	298832
侧	298831
赛	298830
纯	298829
申	298828
夺	298827
柳	298826
距	298825
丹	298824
仿	298823
川	298822
途	298821
曹	298820
购	298819
亿	298818
乌	298817
胸	298816
浪	298815
贝	298814
偷	298813
姆	298812
竞	298811
茶	298810
末	298809
毁	298808
烧	298807
伟	298806
库	298805
弃	298804
墙	298803
雅	298802
贸	298801
沿	298800
爆	298799
振	298798
趣	298797
操	298796
诚	298795
挑	298794
杰	298793
轰	298792
盟	298791
勇	298790
敬	298789
狗	298788
恨	298787
迹	298786
呆	298785
疾	298784
哲	298783
促	298782
麦	298781
横	298780
丰	298779
闭	298778
撤	298777
析	298776
挂	298775
彩	298774
埃	298773
召	298772
童	298771
摩	298770
乘	298769
符	298768
筑	298767
眉	298766
侠	298765
袭	298764
孤	298763
培	298762
耶	298761
染	298760
稍	298759
妙	298758
凶	298757
页	298756
戴	298755
洗	298754
陷	298753
络	298752
植	298751
厚	298750
措	298749
瓦	298748
援	298747
汇	298746
触	298745
售	298744
违	298743
粮	298742
泪	298741
彻	298740
洪	298739
献	298738
魂	298737
抢	298736
玄	298735
巧	298734
珠	298733
劲	298732
彼	298731
摸	298730
凭	298729
暂	298728
碰	298727
皆	298726
尖	298725
忠	298724
奉	298723
享	298722
聚	298721
胆	298720
厅	298719
闹	298718
灰	298717
津	298716
倾	298715
订	298714
鸟	298713
扑	298712
孔	298711
汽	298710
吓	298709
驻	298708
督	298707
凤	298706
紫	298705
妖	298704
凌	298703
唱	298702
梁	298701
箭	298700
融	298699
殊	298698
课	298697
莱	298696
奴	298695
扫	298694
肩	298693
鼻	298692
庆	298691
镜	298690
菜	298689
恢	298688
御	298687
烦	298686
裁	298685
估	298684
隔	298683
尸	298682
尾	298681
仪	298680
瞧	298679
迟	298678
圈	298677
译	298676
骂	298675
珍	298674
币	298673
惨	298672
剩	298671
愈	298670
飘	298669
荒	298668
惯	298667
缘	298666
曼	298665
舍	298664
季	298663
旗	298662
艾	298661
牌	298660
恰	298659
废	298658
腰	298657
腿	298656
玛	298655
累	298654
涉	298653
燕	298652
朗	298651
颗	298650
签	298649
吹	298648
罚	298647
拒	298646
仰	298645
描	298644
杯	298643
奖	298642
奋	298641
奶	298640
贫	298639
甘	298638
婆	298637
繁	298636
穷	298635
伏	298634
幕	298633
殿	298632
沈	298631
绍	298630
启	298629
缩	298628
粗	298627
弗	298626
患	298625
仇	298624
债	298623
碎	298622
挺	298621
泰	298620
羊	298619
旋	298618
晓	298617
障	298616
桥	298615
仁	298614
郎	298613
孟	298612
讯	298611
虫	298610
郭	298609
幻	298608
赫	298607
裂	298606
凝	298605
颜	298604
刊	298603
慈	298602
吕	298601
昨	298600
辛	298599
役	298598
逼	298597
泛	298596
瑞	298595
伴	298594
袁	298593
翼	298592
舒	298591
宜	298590
偶	298589
峰	298588
径	298587
岂	298586
潮	298585
捕	298584
辆	298583
邪	298582
症	298581
颇	298580
插	298579
袋	298578
爬	298577
掩	298576
霍	298575
浮	298574
倍	298573
壮	298572
豪	298571
拔	298570
拖	298569
渡	298568
悄	298567
堆	298566
鸡	298565
狼	298564
播	298563
零	298562
躲	298561
映	298560
灾	298559
尺	298558
俗	298557
疯	298556
丧	298555
冬	298554
辩	298553
炎	298552
咬	298551
码	298550
猜	298549
壁	298548
艘	298547
滚	298546
贴	298545
赏	298544
劝	298543
兽	298542
番	298541
哼	298540
撞	298539
伍	298538
柔	298537
旦	298536
跃	298535
隆	298534
魏	298533
狠	298532
糊	298531
扎	298530
忧	298529
衡	298528
帐	298527
崇	298526
汗	298525
赖	298524
薄	298523
净	298522
粉	298521
岩	298520
忆	298519
堡	298518
巡	298517
仔	298516
欣	298515
偿	298514
愤	298513
阁	298512
详	298511
喵	298510
竹	298509
漫	298508
爹	298507
董	298506
撒	298505
佩	298504
丢	298503
绕	298502
赤	298501
扶	298500
蛋	298499
吐	298498
返	298497
闲	298496
陪	298495
乔	298494
盾	298493
矿	298492
矛	298491
耐	298490
焦	298489
侍	298488
拳	298487
墨	298486
允	298485
侯	298484
滑	298483
润	298482
胞	298481
邦	298480
辈	298479
井	298478
荷	298477
摄	298476
署	298475
荡	298474
敏	298473
递	298472
泥	298471
骗	298470
曰	298469
彭	298468
租	298467
晨	298466
搜	298465
昏	298464
幅	298463
奏	298462
幽	298461
兼	298460
肃	298459
艇	298458
辑	298457
枝	298456
岳	298455
黎	298454
浓	298453
酸	298452
污	298451
凉	298450
辞	298449
嘛	298448
戒	298447
躺	298446
菲	298445
垂	298444
贯	298443
炼	298442
苍	298441
箱	298440
驾	298439
驱	298438
凯	298437
截	298436
埋	298435
拼	298434
涌	298433
乏	298432
腾	298431
悉	298430
冯	298429
诊	298428
皱	298427
桑	298426
慧	298425
漂	298424
蛇	298423
恭	298422
迪	298421
恋	298420
侦	298419
钢	298418
氏	298417
贼	298416
燃	298415
饮	298414
碍	298413
韦	298412
尘	298411
餐	298410
邓	298409
阅	298408
液	298407
欺	298406
呵	298405
牵	298404
综	298403
俩	298402
踪	298401
殖	298400
趋	298399
磨	298398
绪	298397
锁	298396
陶	298395
蒂	298394
慌	298393
臂	298392
慕	298391
晋	298390
卢	298389
惠	298388
储	298387
汤	298386
宪	298385
扰	298384
宙	298383
聪	298382
怨	298381
呈	298380
跌	298379
匆	298378
铺	298377
脉	298376
锋	298375
劫	298374
芳	298373
宾	298372
帕	298371
盗	298370
佳	298369
遵	298368
哦	298367
幼	298366
仗	298365
伪	298364
驶	298363
腹	298362
牧	298361
踏	298360
惜	298359
朵	298358
袖	298357
胁	298356
抛	298355
霸	298354
媒	298353
频	298352
勃	298351
盯	298350
弯	298349
抚	298348
扭	298347
册	298346
励	298345
颤	298344
键	298343
勤	298342
贡	298341
洁	298340
怜	298339
寿	298338
腊	298337
贺	298336
雾	298335
龄	298334
椅	298333
挤	298332
扣	298331
届	298330
券	298329
熊	298328
尝	298327
询	298326
喷	298325
娇	298324
夹	298323
肥	298322
祝	298321
吾	298320
寄	298319
疼	298318
斜	298317
拟	298316
迁	298315
钻	298314
浑	298313
肚	298312
艰	298311
牢	298310
惧	298309
挡	298308
敲	298307
庞	298306
叛	298305
鸣	298304
柏	298303
薛	298302
屈	298301
叙	298300
悟	298299
坡	298298
辽	298297
腐	298296
匹	298295
铜	298294
籍	298293
穆	298292
割	298291
旨	298290
擦	298289
沟	298288
抖	298287
掠	298286
奈	298285
泉	298284
狱	298283
揭	298282
晃	298281
怔	298280
猎	298279
诱	298278
娜	298277
猫	298276
醉	298275
祭	298274
貌	298273
池	298272
琴	298271
寂	298270
遥	298269
瓶	298268
羽	298267
昆	298266
辉	298265
吞	298264
牲	298263
哀	298262
昌	298261
厌	298260
晶	298259
剂	298258
绩	298257
筹	298256
柱	298255
搬	298254
莲	298253
鹰	298252
鞋	298251
俊	298250
恼	298249
瞪	298248
俱	298247
稿	298246
搭	298245
僧	298244
纠	298243
亏	298242
睁	298241
弥	298240
践	298239
猪	298238
迈	298237
瘦	298236
浅	298235
挣	298234
逻	298233
宿	298232
疲	298231
邻	298230
惑	298229
胖	298228
丛	298227
跪	298226
傻	298225
贾	298224
稀	298223
脏	298222
慰	298221
廷	298220
饰	298219
鉴	298218
贷	298217
祥	298216
葛	298215
冠	298214
跨	298213
耗	298212
赔	298211
悬	298210
仲	298209
拦	298208
戈	298207
粒	298206
遣	298205
捉	298204
赢	298203
拨	298202
傅	298201
仆	298200
锦	298199
趁	298198
贤	298197
贪	298196
澳	298195
削	298194
衰	298193
扔	298192
卓	298191
湿	298190
瞬	298189
桃	298188
鼠	298187
辖	298186
遂	298185
闷	298184
雕	298183
邮	298182
誉	298181
暖	298180
阔	298179
乾	298178
祸	298177
押	298176
枚	298175
梯	298174
豆	298173
歇	298172
嫌	298171
碗	298170
涂	298169
挖	298168
抑	298167
烂	298166
契	298165
娃	298164
循	298163
渔	298162
嘉	298161
丑	298160
赋	298159
斤	298158
勾	298157
寺	298156
吼	298155
坛	298154
惟	298153
邀	298152
械	298151
滴	298150
赴	298149
堪	298148
帽	298147
帅	298146
逊	298145
傲	298144
吨	298143
仓	298142
浩	298141
寸	298140
姿	298139
覆	298138
闯	298137
愚	298136
痕	298135
牺	298134
瑟	298133
唤	298132
赌	298131
庙	298130
蔡	298129
扁	298128
哩	298127
煤	298126
玻	298125
汪	298124
苗	298123
峡	298122
敦	298121
逆	298120
纹	298119
宅	298118
妥	298117
忌	298116
郁	298115
笼	298114
盐	298113
玲	298112
唇	298111
耀	298110
慎	298109
秩	298108
涨	298107
墓	298106
饿	298105
陵	298104
羞	298103
恒	298102
纽	298101
弓	298100
糖	298099
锐	298098
缝	298097
夸	298096
喘	298095
碧	298094
卧	298093
宏	298092
岗	298091
惩	298090
谨	298089
疏	298088
斥	298087
滋	298086
串	298085
漠	298084
屏	298083
悔	298082
溜	298081
挨	298080
档	298079
雇	298078
扇	298077
蛮	298076
鸿	298075
歼	298074
砍	298073
欠	298072
糟	298071
添	298070
柴	298069
屠	298068
勉	298067
肌	298066
齿	298065
赐	298064
桂	298063
刷	298062
聊	298061
肝	298060
捷	298059
喂	298058
舱	298057
啥	298056
唉	298055
磁	298054
茫	298053
嫁	298052
乙	298051
嘿	298050
瓜	298049
丘	298048
菌	298047
粹	298046
催	298045
吩	298044
披	298043
履	298042
乳	298041
煞	298040
廉	298039
兹	298038
儒	298037
扯	298036
狐	298035
姊	298034
缠	298033
伐	298032
矮	298031
姜	298030
绘	298029
卿	298028
斩	298027
穴	298026
肤	298025
陛	298024
鹏	298023
肿	298022
辅	298021
肖	298020
沃	298019
巫	298018
罩	298017
柄	298016
缴	298015
潘	298014
蜂	298013
窝	298012
舌	298011
晴	298010
弘	298009
隶	298008
悠	298007
耕	298006
郡	298005
爵	298004
奸	298003
绳	298002
辨	298001
溃	298000
婴	297999
孝	297998
怖	297997
丫	297996
愁	297995
亭	297994
携	297993
泄	297992
疫	297991
谭	297990
翠	297989
霞	297988
惹	297987
酷	297986
癌	297985
翰	297984
昂	297983
劈	297982
甜	297981
棉	297980
剥	297979
卑	297978
矣	297977
袍	297976
轨	297975
卜	297974
柯	297973
吟	297972
鞭	297971
宰	297970
脖	297969
俘	297968
辱	297967
尿	297966
莉	297965
咽	297964
臭	297963
吻	297962
疆	297961
饱	297960
抹	297959
愣	297958
凑	297957
芬	297956
朕	297955
畏	297954
骤	297953
禅	297952
拾	297951
炉	297950
渴	297949
铃	297948
妨	297947
填	297946
豫	297945
劣	297944
竭	297943
愉	297942
摔	297941
览	297940
顽	297939
脆	297938
吵	297937
泡	297936
毅	297935
吊	297934
扮	297933
狄	297932
腔	297931
遮	297930
鹿	297929
肠	297928
灌	297927
夕	297926
址	297925
壳	297924
氧	297923
屁	297922
饶	297921
狭	297920
摘	297919
芒	297918
棋	297917
讼	297916
杆	297915
翁	297914
倘	297913
胃	297912
拆	297911
盒	297910
驰	297909
鲍	297908
纲	297907
璃	297906
艳	297905
匪	297904
蓄	297903
妄	297902
姚	297901
漏	297900
秒	297899
柜	297898
掏	297897
函	297896
哎	297895
於	297894
裤	297893
猴	297892
枯	297891
喉	297890
悦	297889
痴	297888
畜	297887
衫	297886
寨	297885
誓	297884
翅	297883
膀	297882
钦	297881
纤	297880
厨	297879
撑	297878
宴	297877
锅	297876
涛	297875
淮	297874
盈	297873
胎	297872
崩	297871
拐	297870
轩	297869
茨	297868
盆	297867
崖	297866
砸	297865
刹	297864
姬	297863
晕	297862
赚	297861
囊	297860
凄	297859
膜	297858
葬	297857
挽	297856
耸	297855
脾	297854
诞	297853
懒	297852
妃	297851
斑	297850
崔	297849
後	297848
嫂	297847
颠	297846
棵	297845
佐	297844
尉	297843
陡	297842
眨	297841
陀	297840
陕	297839
蜜	297838
饲	297837
肺	297836
颈	297835
眠	297834
喃	297833
撕	297832
驳	297831
摊	297830
朴	297829
拘	297828
酬	297827
朔	297826
爪	297825
寇	297824
岭	297823
裕	297822
僵	297821
卵	297820
盼	297819
赠	297818
狮	297817
逝	297816
藤	297815
湘	297814
棍	297813
堵	297812
歪	297811
窃	297810
冻	297809
俯	297808
虹	297807
陌	297806
骄	297805
甫	297804
盲	297803
姻	297802
畅	297801
拓	297800
啸	297799
抄	297798
昭	297797
猩	297796
拱	297795
摧	297794
菩	297793
蓬	297792
铭	297791
浙	297790
洒	297789
氛	297788
饥	297787
踢	297786
璇	297785
泊	297784
琼	297783
锡	297782
滩	297781
捧	297780
讶	297779
咳	297778
嘱	297777
绵	297776
筒	297775
冈	297774
萍	297773
挪	297772
辟	297771
钩	297770
歧	297769
芝	297768
谅	297767
逢	297766
鼎	297765
廊	297764
吁	297763
栏	297762
巾	297761
罕	297760
链	297759
溪	297758
趟	297757
坑	297756
躯	297755
吏	297754
歉	297753
沾	297752
妮	297751
筋	297750
殷	297749
棒	297748
坠	297747
渊	297746
匠	297745
耍	297744
葡	297743
寡	297742
捏	297741
鸭	297740
冤	297739
钉	297738
舟	297737
瞎	297736
笨	297735
辰	297734
瞒	297733
剪	297732
耻	297731
漆	297730
阎	297729
骇	297728
擅	297727
孕	297726
诡	297725
莎	297724
昔	297723
蠢	297722
宠	297721
茅	297720
谦	297719
淋	297718
账	297717
胶	297716
玑	297715
胀	297714
庸	297713
衙	297712
乞	297711
媚	297710
膝	297709
逮	297708
宛	297707
翔	297706
夷	297705
骚	297704
荆	297703
杭	297702
裸	297701
乖	297700
姨	297699
哑	297698
嚷	297697
旺	297696
叉	297695
恍	297694
惶	297693
咒	297692
镖	297691
亨	297690
窜	297689
杖	297688
蝶	297687
逸	297686
恕	297685
搏	297684
焰	297683
绣	297682
禧	297681
淫	297680
丐	297679
碑	297678
鹅	297677
蒲	297676
阐	297675
轿	297674
伞	297673
蔽	297672
咐	297671
兆	297670
爽	297669
豹	297668
弦	297667
薪	297666
冥	297665
捐	297664
谎	297663
愧	297662
衷	297661
倏	297660
猿	297659
哇	297658
粘	297657
栽	297656
浦	297655
掀	297654
脂	297653
嘲	297652
框	297651
矩	297650
龟	297649
叠	297648
谊	297647
脊	297646
刮	297645
兔	297644
哨	297643
娶	297642
聘	297641
慨	297640
俺	297639
嗓	297638
舅	297637
寓	297636
戚	297635
仑	297634
恳	297633
瘤	297632
掘	297631
浴	297630
倡	297629
裹	297628
圳	297627
渠	297626
钓	297625
涵	297624
泼	297623
瓷	297622
祈	297621
窄	297620
拂	297619
巢	297618
贞	297617
纱	297616
绑	297615
茂	297614
砖	297613
谱	297612
坟	297611
噢	297610
硕	297609
侄	297608
蹲	297607
甩	297606
匈	297605
胳	297604
躬	297603
徽	297602
邵	297601
蜀	297600
篮	297599
竖	297598
颁	297597
焉	297596
壶	297595
浸	297594
萄	297593
僚	297592
玫	297591
桓	297590
攀	297589
撰	297588
旬	297587
媳	297586
嘻	297585
蒸	297584
裙	297583
滥	297582
愕	297581
讽	297580
霜	297579
诏	297578
躁	297577
厘	297576
憾	297575
帘	297574
巷	297573
溶	297572
